ResID;Chinese_Simplified;Chinese_Traditional;Japanese;Korean;English;French;German;Italian;Dutch;Portuguese;Spanish;Swedish;Czech;Danish;Polish;Russian;Turkey;Hebrew;Thai;Hungarian;Romanian;Arabic
m503;风力：;風力：;风力：;风力：;Wind power:;风力：;风力：
m504;更新时间：;更新時間：;更新时间：;更新时间：;Update time:;更新时间：;更新时间：
m505;无风向;無風向;无风向;无风向;No wind direction;无风向;无风向
m506;东;東;东;东;East;东;东
m507;南;南;南;南;South;南;南
m508;西;西;西;西;west;西;西
m509;北;北;北;北;North;北;北
m510;东南;東南;东南;东南;Southeast;东南;东南
m511;东北;東北;东北;东北;Northeast China;东北;东北
m512;西北;西北;西北;西北;Northwest;西北;西北
m513;西南;西南;西南;西南;Southwest;西南;西南
m514;不定;不定;不定;不定;Indefinite;不定;不定
m515;晴;晴;晴;晴;Sunny;晴;晴
m516;少云;少雲;少云;少云;Shaoyun;少云;少云
m517;晴间多云;晴間多雲;晴间多云;晴间多云;Sunny and cloudy;晴间多云;晴间多云
m518;多云;多雲;多云;多云;Cloudy;多云;多云
m519;阴;陰;阴;阴;cloudy;阴;阴
m520;有风;有風;有风;有风;There is wind;有风;有风
m521;平静;平靜;平静;平静;Calm;平静;平静
m522;大风;大風;大风;大风;Gale;大风;大风
m523;飓风;颶風;飓风;飓风;Hurricane;飓风;飓风
m524;风暴;風暴;风暴;风暴;Storm;风暴;风暴
m525;霾;霾;霾;霾;haze;霾;霾
m526;阵雨;陣雨;阵雨;阵雨;Showers;阵雨;阵雨
m527;雷阵雨;雷陣雨;雷阵雨;雷阵雨;Thundershower;雷阵雨;雷阵雨
m528;雷阵雨并伴有冰雹;雷陣雨並伴有冰雹;雷阵雨并伴有冰雹;雷阵雨并伴有冰雹;Thunderstorms with hail;雷阵雨并伴有冰雹;雷阵雨并伴有冰雹
m529;小雨;小雨;小雨;小雨;Light rain;小雨;小雨
m530;中雨;中雨;中雨;中雨;Moderate rain;中雨;中雨
m531;大雨;大雨;大雨;大雨;Heavy rain;大雨;大雨
m532;暴雨;暴雨;暴雨;暴雨;Heavy rain;暴雨;暴雨
m533;大暴雨;大暴雨;大暴雨;大暴雨;Heavy rain;大暴雨;大暴雨
m534;特大暴雨;特大暴雨;特大暴雨;特大暴雨;Extraordinary torrential rain;特大暴雨;特大暴雨
m535;强阵雨;強陣雨;强阵雨;强阵雨;Strong showers;强阵雨;强阵雨
m536;强雷阵雨;強雷陣雨;强雷阵雨;强雷阵雨;Strong thunderstorm;强雷阵雨;强雷阵雨
m537;极端阵雨;極端陣雨;极端阵雨;极端阵雨;Extreme showers;极端阵雨;极端阵雨
m538;雨夹雪;雨夾雪;雨夹雪;雨夹雪;sleet;雨夹雪;雨夹雪
m539;雪;雪;雪;雪;Snow;雪;雪
m540;阵雪;陣雪;阵雪;阵雪;Snow showers;阵雪;阵雪
m541;小雪;小雪;小雪;小雪;Light snow;小雪;小雪
m542;中雪;中雪;中雪;中雪;Medium snow;中雪;中雪
m543;大雪;大雪;大雪;大雪;Heavy snow;大雪;大雪
m544;暴雪;暴雪;暴雪;暴雪;Blizzard;暴雪;暴雪
m545;浮尘;浮塵;浮尘;浮尘;Floating dust;浮尘;浮尘
m546;扬沙;揚沙;扬沙;扬沙;Yangsha;扬沙;扬沙
m547;沙尘暴;沙塵暴;沙尘暴;沙尘暴;Sandstorm;沙尘暴;沙尘暴
m548;强沙尘暴;強沙塵暴;强沙尘暴;强沙尘暴;Strong sandstorm;强沙尘暴;强沙尘暴
m549;龙卷风;龍捲風;龙卷风;龙卷风;Tornado;龙卷风;龙卷风
m550;雾;霧;雾;雾;fog;雾;雾
m551;热;熱;热;热;hot;热;热
m552;冷;冷;冷;冷;cold;冷;冷
m553;未知;未知;未知;未知;Unknown;未知;未知
m554;静音模式开启后，来电、;靜音模式開啟後，來電、;静音模式开启后，来电、;静音模式开启后，来电、;After the mute mode is turned on, the incoming call,;静音模式开启后，来电、;静音模式开启后，来电、
m555;闹钟、通知、计时器;鬧鐘、通知、計時器;闹钟、通知、计时器;闹钟、通知、计时器;Alarm clock, notification, timer;闹钟、通知、计时器;闹钟、通知、计时器
m556;无铃声提醒。;無鈴聲提醒。;无铃声提醒。;无铃声提醒。;No bell reminder.;无铃声提醒。;无铃声提醒。
m557;智能闹钟;智能鬧鐘;智能闹钟;智能闹钟;Smart alarm clock;智能闹钟;智能闹钟
m558;锻炼;鍛煉;锻炼;锻炼;Exercise;锻炼;锻炼
m559;锻炼记录;鍛煉記錄;锻炼记录;锻炼记录;Exercise record;锻炼记录;锻炼记录
m560;训练状态;訓練狀態;训练状态;训练状态;Training status;训练状态;训练状态
m561;心率;心率;心率;心率;Heart rate;心率;心率
m562;血氧饱和度;血氧飽和度;血氧饱和度;血氧饱和度;Blood oxygen saturation;血氧饱和度;血氧饱和度
m563;活动记录;活動記錄;活动记录;活动记录;Activity record;活动记录;活动记录
m564;睡眠;睡眠;睡眠;睡眠;Sleep;睡眠;睡眠
m565;压力;壓力;压力;压力;Pressure;压力;压力
m566;呼吸训练;呼吸訓練;呼吸训练;呼吸训练;Breathing training;呼吸训练;呼吸训练
m567;通话记录;通話記錄;通话记录;通话记录;Call log;通话记录;通话记录
m568;常用联系人;常用聯繫人;常用联系人;常用联系人;Common contacts;常用联系人;常用联系人
m569;音乐;音樂;音乐;音乐;Music;音乐;音乐
m570;海拔气压计;海拔氣壓計;海拔气压计;海拔气压计;Altitude barometer;海拔气压计;海拔气压计
m571;指南计;指南計;指南计;指南计;Guidebook;指南计;指南计
m572;信息;資訊;信息;信息;Information;信息;信息
m573;天气;天氣;天气;天气;Weather;天气;天气
m574;卡包;卡包;卡包;卡包;Card Pack;卡包;卡包
m575;支付宝;支付寶;支付宝;支付宝;Alipay;支付宝;支付宝
m576;秒表;碼錶;秒表;秒表;Stopwatch;秒表;秒表
m577;计时器;計時器;计时器;计时器;Timer;计时器;计时器
m578;闹钟;鬧鐘;闹钟;闹钟;Alarm clock;闹钟;闹钟
m579;手电筒;手電筒;手电筒;手电筒;Flashlight;手电筒;手电筒
m580;找手机;找手機;找手机;找手机;Looking for a cell phone;找手机;找手机
m581;PC模式;PC模式;PC模式;PC模式;PC mode;PC模式;PC模式
m582;界面风格;介面風格;界面风格;界面风格;Interface style;界面风格;界面风格
m583;垂直列表;垂直列表;垂直列表;垂直列表;Vertical list;垂直列表;垂直列表
m584;矩阵列表;矩陣列表;矩阵列表;矩阵列表;Matrix list;矩阵列表;矩阵列表
m585;满天星;滿天星;满天星;满天星;Gypsophila;满天星;满天星
m586;静息;靜息;静息;静息;Rest;静息;静息
m587;极限;極限;极限;极限;Limit;极限;极限
m588;无氧耐力;無氧耐力;无氧耐力;无氧耐力;Anaerobic endurance;无氧耐力;无氧耐力
m589;有氧耐力;有氧耐力;有氧耐力;有氧耐力;Anaerobic endurance;有氧耐力;有氧耐力
m590;燃脂;燃脂;燃脂;燃脂;Fat Burning;燃脂;燃脂
m591;热身;熱身;热身;热身;Warm-up;热身;热身
m592;分钟;分鐘;分钟;分钟;Minutes;分钟;分钟
m593;心率区间;心率區間;心率区间;心率区间;Heart rate interval;心率区间;心率区间
m594;50;51;52;53;54;55;56
m595;100;101;102;103;104;105;106
m596;150;151;152;153;154;155;156
m597;200;201;202;203;204;205;206
m598;血氧饱和度 >;血氧飽和度 >;血氧饱和度 >;血氧饱和度 >;Blood oxygen saturation >;血氧饱和度 >;血氧饱和度 >
m599;心率(bpm);心率(bpm);心率(bpm);心率(bpm);Heart rate (bpm);心率(bpm);心率(bpm)
m600;正在测量;正在測量;正在测量;正在测量;Measuring;正在测量;正在测量
m601;再次测量;再次測量;再次测量;再次测量;Measure again;再次测量;再次测量
m602;血氧测量中;血氧測量中;血氧测量中;血氧测量中;In blood oxygen measurement;血氧测量中;血氧测量中
m603;请保持静止;請保持靜止;请保持静止;请保持静止;Please remain still;请保持静止;请保持静止
m604;请佩戴手表测量;請佩戴手錶測量;请佩戴手表测量;请佩戴手表测量;Please wear a watch for measurement.;请佩戴手表测量;请佩戴手表测量
m605;请偏紧佩戴，屏幕;請偏緊佩戴，螢幕;请偏紧佩戴，屏幕;请偏紧佩戴，屏幕;Please wear it tightly ;请偏紧佩戴，屏幕;请偏紧佩戴，屏幕
m606; 检测到跌倒; 檢測到跌倒; 检测到跌倒; 检测到跌倒; An emergency call for help ; 检测到跌倒; 检测到跌倒
m607; 久坐一小时了; 久坐一小時了; 久坐一小时了; 久坐一小时了; Sitting for an hour, get up and exercise; 久坐一小时了; 久坐一小时了
m608;心率曲线;心率曲線;心率曲线;心率曲线;Heart rate curve;心率曲线;心率曲线
m609;平均;平均;平均;平均;Average;平均;平均
m610;次/分;次/分;次/分;次/分;Times/minute;次/分;次/分
m611;震动设置;震動設置;震动设置;震动设置;Vibration setting;震动设置;震动设置
m612;是否确认修改语言;是否確認修改語言;是否确认修改语言;是否确认修改语言;Whether to confirm the language modification;是否确认修改语言;是否确认修改语言
m613;选择;選擇;选择;选择;Selection;选择;选择
m614;配速;配速;配速;配速;pace;配速;配速
m615;步频;步頻;步频;步频;stride frequency;步频;步频
m616;数据不足;數據不足;数据不足;数据不足;The data is not enough;数据不足;数据不足
m617;需要一周锻炼记录;需要一周鍛煉記錄;需要一周锻炼记录;需要一周锻炼记录;A weekly exercise log is required;需要一周锻炼记录;需要一周锻炼记录
m618;体能;體能;体能;体能;physical;体能;体能
m619;负荷;負荷;负荷;负荷;Exercise load;负荷;负荷
m620;恢复时间;恢復時間;恢复时间;恢复时间;Exercise recovery time;恢复时间;恢复时间
m621;可正常训练;可正常訓練;可正常训练;可正常训练;Trainable;可正常训练;可正常训练
m622;训练负荷;訓練負荷;训练负荷;训练负荷;The training load;训练负荷;训练负荷
m623;无值;無值;无值;无值;A null value;无值;无值
m624;最近7天;最近7天;最近7天;最近7天;In recent 7 days;最近7天;最近7天
m625;最大摄氧量;最大攝氧量;最大摄氧量;最大摄氧量;Maximal oxygen uptake;最大摄氧量;最大摄氧量
m626;通过户外跑步获取该值;通過戶外跑步獲得該值;通过户外跑步获取该值;通过户外跑步获取该值;Get this value by running outdoors;通过户外跑步获取该值;通过户外跑步获取该值
m627;不建议继续训练;不建議繼續訓練;不建议继续训练;不建议继续训练;Further training is not recommended;不建议继续训练;不建议继续训练
m628;跑步课程;跑步課程;跑步课程;跑步课程;Running course;跑步课程;跑步课程
m629;跑走结合初级;跑走結合初級;跑走结合初级;跑走结合初级;Run and walk with beginner;跑走结合初级;跑走结合初级
m630;跑走结合进阶;跑走結合進階;跑走结合进阶;跑走结合进阶;Run and walk combined with advance;跑走结合进阶;跑走结合进阶
m631;轻松慢跑;輕鬆慢跑;轻松慢跑;轻松慢跑;Easy jogging;轻松慢跑;轻松慢跑
m632;轻松燃脂跑;輕鬆燃脂跑;轻松燃脂跑;轻松燃脂跑;Easily burn fat run;轻松燃脂跑;轻松燃脂跑
m633;强化燃脂跑;强化燃脂跑;强化燃脂跑;强化燃脂跑;Strengthen fat burning run;强化燃脂跑;强化燃脂跑
m634;MIIT燃脂跑;MIIT燃脂跑;MIIT燃脂跑;MIIT燃脂跑;MIIT Burning fat to run;MIIT燃脂跑;MIIT燃脂跑
m635;MAF180初级;MAF180初級;MAF180初级;MAF180初级;MAF180 with beginner;MAF180初级;MAF180初级
m636;MAF180进阶;MAF180進階;MAF180进阶;MAF180进阶;MAF180 with advance;MAF180进阶;MAF180进阶
m637;有氧耐力跑;有氧耐力跑;有氧耐力跑;有氧耐力跑;Aerobic endurance running;有氧耐力跑;有氧耐力跑
m638;LSD长距离慢跑;LSD長距離慢跑;LSD长距离慢跑;LSD长距离慢跑;LSD Long jog;LSD长距离慢跑;LSD长距离慢跑
m639;乳酸门槛跑;乳酸門檻跑;乳酸门槛跑;乳酸门槛跑;Lactate threshold running;乳酸门槛跑;乳酸门槛跑
m640;分段跑初级;分段跑初級;分段跑初级;分段跑初级;Piecewise run with beginner;分段跑初级;分段跑初级
m641;分段跑进阶;分段跑進階;分段跑进阶;分段跑进阶;Piecewise run with advance;分段跑进阶;分段跑进阶
m642;22分钟;22分鐘;22分钟;22分钟;22minutes;22分钟;22分钟
m643;25分钟;25分鐘;25分钟;25分钟;25minutes;25分钟;25分钟
m644;26分钟;26分鐘;26分钟;26分钟;26minutes;26分钟;26分钟
m645;27分钟;27分鐘;27分钟;27分钟;27minutes;27分钟;27分钟
m646;28分钟;28分鐘;28分钟;28分钟;28minutes;28分钟;28分钟
m647;30分钟;30分鐘;30分钟;30分钟;30minutes;30分钟;30分钟
m648;36分钟;36分鐘;36分钟;36分钟;36minutes;36分钟;36分钟
m649;37分钟;37分鐘;37分钟;37分钟;37minutes;37分钟;37分钟
m650;46分钟;46分鐘;46分钟;46分钟;46minutes;46分钟;46分钟
m651;66分钟;66分鐘;66分钟;66分钟;66minutes;66分钟;66分钟
m652;运动记录过少，;運動記錄過少，;运动记录过少，;运动记录过少，;Too little movement was recorded,;运动记录过少，;运动记录过少，
m653;运动时间过长，;運動時間過長，;运动时间过长，;运动时间过长，;Exercise for too long,;运动时间过长，;运动时间过长，
m654;请打开APP查看详情;請打開APP查看詳情;请打开APP查看详情;请打开APP查看详情;Please open the APP for details;请打开APP查看详情;请打开APP查看详情
m655;睡眠得分;睡眠得分;睡眠得分;睡眠得分;Sleep score;睡眠得分;睡眠得分
m656;深睡比例;深睡比例;深睡比例;深睡比例;Proportion of deep sleep;深睡比例;深睡比例
m657;浅睡比例;浅睡比例;浅睡比例;浅睡比例;Proportion of shallow;浅睡比例;浅睡比例
m658;rem比例;rem比例;rem比例;rem比例;Proportion of rem sleep;rem比例;rem比例
m659;未更新;未更新;未更新;未更新;Not updated;未更新;未更新
m660;偏低;偏低;偏低;偏低;On the low side;偏低;偏低
m661;正常;正常;正常;正常;NORMAL;正常;正常
m662;偏高;偏高;偏高;偏高;On the high side;偏高;偏高
m663;睡眠连续性;睡眠連續性;睡眠连续性;睡眠连续性;Continuous sleep;睡眠连续性;睡眠连续性
m664;分;分;分;分;Score;分;分
m665;超过卡片数量上限;超過卡片數量上限;超过卡片数量上限;超过卡片数量上限;The number of cards exceeds the upper limit;超过卡片数量上限;超过卡片数量上限;;;;;;;;;;;;;;;
m666;记录保存中;記錄保存中;记录保存中;记录保存中;Record saving;记录保存中;记录保存中;;;;;;;;;;;;;;;
m667;当前实时心率：;當前實時心率：;当前实时心率：;当前实时心率：;Current real-time heart rate:;当前实时心率：;当前实时心率：;;;;;;;;;;;;;;;
m668;蓝牙设置;藍牙設置;蓝牙设置;蓝牙设置;The bluetooth Settings;蓝牙设置;蓝牙设置;;;;;;;;;;;;;;;
m669;经典蓝牙;經典藍牙;经典蓝牙;经典蓝牙;Classic bluetooth;经典蓝牙;经典蓝牙;;;;;;;;;;;;;;;
